transaction_amount,hour_of_day,is_weekend,num_items,customer_age,prev_transactions,distance_from_home,device_type,network_quality,is_first_transaction,store_type,velocity_score,is_fraud
150.0912427,2,0,1,45.91682048,6,7.677296653,2,55.62230424,0,0,5.076846498,0
73.82120058,3,0,2,34.77938978,2,48.87550883,0,44.11825842,1,0,4.082945862,0
53.0268379,2,0,3,29.98205851,9,11.99767346,1,,0,1,4.854304849,0
186.3771585,1,1,0,42.09390705,0,93.08901796,0,82.86916053,0,0,7.882416883,0
137.0911147,2,1,4,36.77440332,8,71.35436757,0,50.53874118,0,0,5.932740033,0
160.9240107,3,0,3,,15,,1,85.61664247,0,0,,0
1,3,0,4,,2,,0,60.25340005,0,1,6.843518918,1
202.1034826,2,0,3,48.93655413,4,22.10141935,0,74.89602763,0,1,5.993964209,0
130.8502975,3,0,1,,6,32.8163566,0,74.87701649,0,0,5.828855404,0
177.5575988,2,0,4,49.80622499,6,16.14632337,1,70.7461303,0,1,2.656410844,0
80.50381467,3,0,3,34.61012679,1,28.34365378,1,54.98334169,0,0,3.517707479,0
77.26026413,3,0,5,44.18841026,4,35.87506404,2,69.72353847,0,1,,0
146.2836105,3,0,4,48.71769647,,37.87986998,0,,0,0,3.411191374,0
109.9711993,3,0,4,43.10376324,8,19.78612804,0,51.36728762,0,0,8.874505511,0
160.0606961,3,0,5,41.4096193,4,0.067908195,1,89.75548029,0,1,,1
253.9440404,1,0,4,25.83871052,2,,0,67.38606431,0,0,3.767255587,0
187.3681599,3,0,2,47.61942476,6,45.48677437,0,100,0,0,5.285706384,0
151.4384496,3,0,3,20.95776655,7,44.74740797,1,,0,0,4.656115872,0
127.1649015,3,0,2,40.74642543,0,,0,70.85093366,0,0,,0
90.73561706,1,0,3,,5,24.93987369,1,100,0,1,5.962650726,0
19.62583827,1,0,5,21.0064455,1,15.07067011,0,84.40910805,1,1,6.175309874,0
,2,0,4,24.89487369,7,,2,72.22198959,0,0,7.628365069,0
123.1241812,2,0,3,37.95946955,2,12.18930651,1,46.78666614,0,0,4.274615081,1
101.1232946,2,0,2,32.43093909,4,27.53628846,2,100,0,0,,0
154.8650094,2,0,1,24.88445556,3,4.867596833,0,62.5700749,0,0,6.866331553,1
105.2177969,3,0,4,30.1621782,4,29.42100673,0,69.46954854,1,0,7.431758798,0
166.2898324,3,0,4,33.05690388,17,1.066323302,0,100,0,0,5.348431947,0
88.17223564,3,0,,24.16562353,,38.05980999,0,65.0386133,0,0,,1
193.8397906,2,0,1,39.77855784,9,2.604803878,2,69.34029579,1,0,4.853881497,0
5.319266652,1,0,2,49.57460168,8,6.823455977,1,98.01492664,0,0,6.468963886,0
20.35031332,3,0,2,18,0,47.16351566,2,88.38733056,0,1,7.074074535,0
139.8350964,3,0,0,40.99566351,0,54.1952801,,51.36744448,0,1,,0
17.84055944,3,0,4,24.18321805,0,33.1701168,,100,0,0,2.08158783,0
175.5577465,3,0,7,54.4516145,2,33.30361942,0,91.20950006,0,0,2.585766328,0
58.0553663,1,0,2,51.00269693,4,8.823619026,0,90.05553767,1,0,1.763907746,0
93.12757427,3,0,2,,5,11.68718633,2,74.07605876,0,0,6.292366079,0
90.4830661,3,0,0,,,53.12649956,2,100,0,0,,0
69.13734067,3,0,2,20.57134439,0,19.20202527,2,58.81776041,0,0,2.861141348,0
158.1419289,3,0,2,18,2,16.21608993,0,82.00888633,0,0,4.328385321,1
57.45579555,3,0,3,18.65311825,,18.27356972,1,57.88261095,0,1,3.06619836,1
1,2,0,2,18,12,9.811358235,0,62.50523809,0,0,5.816636134,0
,2,0,3,41.60208748,1,2.03725763,0,78.72450298,0,0,,0
23.37408616,3,1,2,29.14475326,2,34.37288336,0,58.18317072,0,0,,0
14.49158037,3,0,3,31.87816933,1,41.67977291,0,56.58537772,0,0,3.643731396,0
113.8290753,1,1,2,64.20508272,1,,0,88.07772138,0,0,7.884789593,0
121.8161835,2,0,3,40.24226911,1,2.771559123,0,72.52790476,0,0,3.957100222,0
149.8632784,1,0,4,32.2622256,0,,0,65.86728409,0,0,3.295688781,0
,1,0,5,22.66064353,2,47.52112371,0,89.89796142,0,0,,0
84.89097065,3,0,,41.07337339,6,,1,79.9588268,0,0,2.619385353,0
203.0751788,3,0,4,36.10427135,1,8.563526172,0,,0,0,-0.439408721,0
224.8707563,2,0,6,37.95170275,10,14.14083671,2,50.58953085,0,0,6.448060293,0
161.0516848,3,0,6,55.47921684,3,44.38723086,1,93.07757208,,1,5.977142017,0
179.0270343,2,0,3,47.64721974,10,2.159602388,,53.61819308,0,0,5.148885375,0
167.5536446,3,0,2,32.80854441,2,3.687333101,0,,0,0,,0
83.68831478,,1,5,39.129715,,7.207125189,0,55.27803193,0,1,6.270660296,0
112.2519332,1,0,3,41.37631328,0,4.713763499,2,50.56027417,0,0,3.446315322,0
134.8951636,1,0,2,65.89092484,2,11.1557768,1,37.26174646,0,1,7.184876718,0
141.4661886,2,1,2,37.36105573,8,74.18222685,0,67.55704751,0,0,2.566955124,0
125.2510544,3,0,,,9,21.1477736,1,98.96105428,0,0,,0
138.5700897,2,1,7,29.85447042,1,4.159046873,0,83.15614893,0,0,6.296420111,0
204.2356461,2,0,2,28.05305204,3,48.69556024,0,,0,0,6.845323439,0
112.8775195,3,0,3,,1,21.67818727,0,100,0,0,3.661225834,0
125.56013,3,0,,34.91774543,,8.827048976,0,66.63598751,0,0,4.973423872,0
161.0647473,2,0,2,31.81949099,14,8.668054767,0,100,0,0,2.757407067,0
9.900978121,,0,3,,0,12.02911738,2,66.90857424,0,1,6.136126787,0
155.9843889,2,,3,40.32382248,,11.44583953,1,100,1,0,,0
91.48708766,2,0,4,49.0276482,1,23.60071133,2,75.40870124,0,0,3.295800035,0
129.30829,2,0,5,43.85070245,0,2.616019331,2,100,1,0,,0
109.7368097,3,0,4,40.4596998,3,9.336703274,2,70.90616547,0,,3.429573438,0
58.72514016,2,0,5,22.48357298,5,128.6046978,2,86.70207415,0,0,,0
58.82325147,2,0,2,34.46030017,2,,1,43.30240176,1,0,5.213119273,0
131.3306819,3,0,1,39.71537563,0,27.09407124,2,60.15427409,0,0,2.226658518,0
74.79100845,3,0,3,50.13845877,5,2.760342007,0,34.894864,0,,7.454036828,0
84.57586058,3,0,3,18,1,,1,90.78666729,0,1,3.74525386,0
108.5432719,3,0,4,54.43274106,1,10.25556573,0,42.31036598,0,0,5.212711743,0
64.84117874,3,0,7,44.25429778,7,5.8137436,1,78.83085962,0,0,5.555398937,0
165.5846725,1,0,4,39.86436134,14,2.567307028,0,91.23221387,0,1,4.346569911,0
139.6587844,2,0,2,33.04499062,6,19.35168527,1,72.86157184,0,0,5.836825962,0
70.42143056,2,0,1,40.22487438,1,,2,48.57893047,0,1,6.827118083,0
117.4961858,1,0,6,18,,7.791382645,0,,0,0,5.264495278,0
96.00457737,3,0,3,42.66450165,2,57.07727594,2,55.96915847,0,0,4.29672039,0
84.60957644,2,0,3,44.06740484,6,3.547004646,0,66.19313048,,0,2.899677112,0
101.6198107,3,1,2,18,0,27.89447105,1,65.99458757,0,1,,0
,2,0,2,,10,50.37468856,0,57.7369977,0,0,,0
106.9514343,3,0,3,43.26477406,2,0.789212384,0,84.30633704,,0,6.861807777,0
105.751304,2,1,2,21.42217091,,8.591858765,0,100,0,0,5.932662199,1
141.5095906,2,0,1,47.73883459,3,1.138726185,0,35.70501957,,0,5.203539421,0
90.21507344,1,0,5,,0,1.187154651,0,46.74038236,0,0,2.726551202,0
,2,1,0,39.22007828,18,82.9874691,1,64.57958766,0,1,,0
84.81369856,3,0,2,,1,16.58451463,2,100,0,1,6.425064612,0
185.3664905,2,1,1,34.27691169,1,27.55391343,2,79.43120643,0,0,5.272856811,0
176.9018283,3,0,2,49.74981491,0,3.475943902,2,84.83759378,0,0,3.632624463,0
30.94776984,3,0,2,35.45559284,7,38.23193536,0,84.89808965,0,0,6.564657425,0
40.9009002,1,0,4,46.61702283,2,10.78068815,0,66.20735521,0,1,8.326734961,0
127.9163456,3,0,1,57.36067485,3,6.002149821,0,79.31362919,0,0,6.071734432,0
50.03488839,1,0,3,66.73663257,11,25.85205957,0,78.37043453,0,0,4.90627578,1
,3,0,1,18,9,39.83979197,1,77.42359702,0,0,4.289800673,0
114.5448529,2,0,2,19.03335798,2,13.90058565,0,100,0,0,5.541259987,0
160.9097356,2,0,1,49.78197068,17,27.95509306,0,96.391929,0,1,4.193156352,0
105.7912294,2,0,4,27.7489023,2,0.850531235,1,74.20690502,0,0,,0
1,3,0,4,36.35731995,4,1.288619987,1,67.98381948,0,1,6.038371089,0
196.94645,1,0,7,57.08893246,2,15.46002829,2,,0,1,6.252895459,0
95.96417099,3,1,0,26.99766109,3,29.51647119,2,,0,0,3.268846638,0
51.59771207,2,0,3,23.59681886,0,10.29740577,1,42.2936954,0,0,3.908456591,0
117.573995,2,0,4,30.28286304,3,10.11311782,0,,0,0,,0
141.6801602,2,0,0,18,4,14.67040746,2,63.29209881,0,1,5.334790215,0
124.2366409,2,0,3,63.48708185,,1.891238448,,,0,0,6.952600305,0
114.9823844,1,,3,36.14387359,9,34.4439133,0,69.19689593,0,0,3.040790958,0
180.7791412,1,0,2,18,1,27.08712444,0,,0,0,,0
112.5658324,2,0,3,18,3,9.892582206,1,64.23196106,0,0,1.446200054,0
144.1554889,2,0,2,,2,53.67557232,1,87.79443979,0,1,7.728216044,0
20.80485883,2,0,2,42.47717472,10,23.7324715,0,64.41611991,0,0,2.961170419,0
31.41631514,,0,4,34.63348075,5,13.03487208,2,,0,0,,0
84.06258424,2,1,1,51.55858634,1,,0,84.04788187,0,0,7.026286677,0
151.0691648,2,1,2,,1,4.280760453,0,82.75785124,0,0,,0
68.11300079,3,0,4,43.05353872,0,29.1384687,2,97.96980205,0,0,8.065774804,0
,3,0,4,18,1,102.5347829,0,81.97823537,0,0,-0.142898605,0
127.7970726,3,0,5,,9,37.02223707,1,49.26312384,0,0,6.223660608,0
65.71625412,3,0,3,46.39411951,,,1,82.6494327,0,0,2.52749762,0
100.9808329,2,0,1,18,2,9.964808863,0,31.12077674,0,1,,1
152.8561113,2,0,5,33.33417534,2,13.14260424,1,66.39407129,0,0,7.770804396,0
130.1547342,2,0,6,35.64124269,1,38.24015017,0,84.74051793,0,0,6.069804212,0
41.4943487,2,0,2,52.12119231,3,13.95449226,0,93.15726447,0,0,3.064565226,0
154.8034954,1,0,2,31.08908916,,5.656191598,0,73.79837041,0,0,3.889668998,0
118.3299123,3,0,2,29.07360865,0,23.79379768,,68.02756989,0,1,6.050574245,0
158.0939151,3,0,3,42.57483802,0,19.9348681,2,32.15440552,0,0,8.117671968,0
,2,0,4,22.75563262,1,7.859260443,0,75.30560278,0,0,4.954669836,0
163.617675,3,1,2,18,,1.051650119,0,82.48249127,0,0,5.003134835,1
100.8012641,3,0,1,28.58186708,0,3.576993962,0,,0,0,5.953969774,0
1,2,0,4,18,,6.301809164,1,73.802545,0,1,4.318515465,0
164.5379212,2,0,4,19.12588253,16,6.472434748,0,77.79996444,0,1,3.161742832,0
,2,0,3,44.55126899,1,,0,77.62874548,1,0,6.198706873,0
104.0914679,2,0,5,39.12079242,19,2.538672982,0,49.16478431,0,0,,0
80.3764447,3,0,1,19.03672304,3,17.76652807,0,,0,1,4.277599631,0
41.38831233,3,0,3,40.33446861,0,19.94058382,1,,0,1,7.206617025,0
,2,0,1,53.30180379,5,22.32313074,1,56.92796901,0,0,,0
67.1313723,2,0,5,30.88789404,0,94.03359342,0,85.27088698,0,1,,0
139.6909234,2,0,5,43.90228733,0,11.53999554,,100,0,0,2.089592175,0
143.5033865,1,0,3,42.61150595,0,24.20829339,2,100,0,0,7.199251607,0
63.64314121,2,0,2,39.05809954,3,7.816025139,1,72.10082238,0,0,5.853094769,0
209.8323027,2,0,3,54.86832443,1,14.30165531,1,54.51873905,0,1,6.968403059,0
106.9322592,2,0,2,,5,22.95791696,1,63.81002113,0,1,5.923064003,0
79.19027976,2,0,2,26.15833367,0,,1,79.18109927,0,0,,0
164.9993686,3,0,2,30.95898034,5,7.084290985,0,100,0,0,0.055087728,1
,3,0,0,18,2,19.2050065,1,76.14194826,0,1,4.554982826,0
125.0071517,3,0,3,28.44059005,5,10.34365582,1,86.73578525,0,0,7.241718575,0
188.7655446,2,0,2,46.77433191,28,17.73108724,1,55.79519765,0,0,4.709139556,0
132.2607793,1,0,3,37.1582356,3,1.543699322,0,92.01203498,0,0,4.381664901,0
113.3921819,3,0,3,,11,16.08318262,2,70.0290888,1,1,1.558700726,0
108.7768115,2,0,3,31.09286301,0,17.62626247,1,55.46382375,0,0,6.733490017,0
79.91024865,3,0,3,27.36390501,25,36.22715714,0,97.65884544,0,0,6.050144549,0
28.88731452,2,1,2,52.17284364,0,5.314801692,0,66.31278461,0,0,8.210148788,0
116.0645735,2,0,2,35.22795945,0,89.1347039,0,55.95952491,0,0,5.77141537,0
,3,0,3,21.41042698,1,4.160627323,0,66.61769246,1,0,,0
69.91466939,2,0,6,34.45778027,21,68.78275539,2,57.45832451,0,1,3.117239607,0
59.70649668,2,0,2,23.87858589,0,68.33297552,0,56.91191168,0,0,3.923234341,0
50.94172344,3,0,4,18,3,7.941383999,0,88.47202733,0,1,6.483187951,0
24.05445875,2,0,4,45.44728853,1,21.76666323,1,89.88387883,0,0,,0
176.1619311,2,0,4,21.83184969,4,8.543673335,1,,0,0,3.915749572,0
120.6499456,2,0,3,,3,16.4760821,0,79.087737,0,0,4.514616155,0
51.2596712,3,0,2,59.17818011,9,72.58644523,1,99.35224768,0,1,6.035151958,0
88.87625516,2,1,3,18,0,3.808627768,2,100,0,0,2.878864149,0
141.1585292,1,0,4,48.36829521,2,5.645621076,0,79.88239641,0,1,1.188234218,0
,,0,1,18,6,5.49429027,1,89.82546073,0,0,8.296589565,0
,2,0,3,18,10,19.13458851,2,,0,0,11.76747485,0
203.8373992,3,1,0,52.29388932,6,78.04768974,1,86.40671717,0,0,,0
,2,0,2,31.90290569,0,43.78241483,0,,0,0,4.269126153,1
160.0265829,2,0,3,28.46654844,5,0.924937302,1,80.85404413,1,1,,0
163.9225931,2,0,3,21.89104184,2,14.92400027,2,25.76095352,0,1,,0
85.97489733,2,1,1,57.49984271,2,4.764732066,1,72.31657738,0,0,,0
96.27770421,2,0,2,49.90230919,7,,1,,0,1,3.547263947,0
107.3649,2,0,2,51.15041188,1,38.45068445,2,90.28968244,1,0,3.52141863,0
124.9547908,2,0,2,28.84422285,6,36.70635595,0,57.78858843,0,0,3.861327802,0
62.0617371,2,0,3,20.36343463,3,48.17173084,0,100,0,1,,0
55.22860195,2,0,3,26.01678106,0,6.892247174,0,62.69320344,0,,6.42910584,0
50.99688491,1,0,5,21.01279135,,31.28646849,0,94.85511577,0,1,6.755835027,1
127.6452614,2,0,3,18,2,49.1262573,1,60.93876408,,0,2.859980472,0
97.75534849,1,0,6,39.55384816,3,61.33506017,0,79.59545106,0,0,,0
111.6608066,,1,0,41.26417544,3,72.36186576,0,59.3402521,0,1,6.418363369,0
51.0705805,2,0,6,37.69069753,24,70.43528233,0,32.62087696,0,0,4.078763274,0
119.0098926,3,0,2,45.90912822,0,0.419538814,1,72.95098551,0,0,6.002172675,0
41.1677528,2,0,10,18,16,0.435481172,0,,0,0,4.885751569,0
46.23438035,2,0,0,21.84301596,12,26.90185829,1,98.16231895,0,0,6.001655941,0
92.45811442,2,0,2,33.5489774,0,62.32460793,0,89.19835353,0,0,1.705256101,0
137.8244177,2,0,2,38.65409816,5,4.756439088,0,,0,1,,0
122.0970325,2,0,5,22.74513905,1,3.717715324,2,68.73156007,0,0,4.705043022,0
136.6320039,1,0,2,45.47366442,5,21.23104385,2,100,0,0,4.181545384,0
15.5747406,,0,3,46.29578919,0,23.75462919,2,52.9872131,0,0,4.928213164,0
64.14090496,3,0,2,18,10,,0,,0,1,3.388550609,0
59.99807178,2,0,5,25.98836337,2,9.6156237,0,46.86858666,0,0,3.306991833,0
153.0071909,2,1,3,,11,5.077765359,1,95.78862013,0,0,3.121901731,0
,2,0,2,52.91359353,,5.4416397,1,60.34793653,0,0,6.790541931,0
122.5481317,1,0,3,40.49047103,19,33.52180712,0,100,0,0,8.611602327,0
116.9241922,2,0,5,18,4,7.75429087,0,67.54230719,0,0,3.875411572,0
106.7929712,2,0,4,23.44843607,0,78.88377379,0,54.10240648,0,0,3.827672551,0
73.02043896,2,0,1,34.64758639,3,5.36051364,0,90.36343176,0,1,5.543392831,1
,3,0,5,25.93650362,1,25.87177681,2,,0,0,3.505935661,0
72.47240341,2,1,2,49.57132829,5,2.956100642,0,98.64337532,0,0,4.550670142,0
138.3121488,2,0,2,,1,2.100942943,0,88.75698272,0,1,3.584709274,0
159.1746833,2,0,2,21.01448222,11,0.042944307,0,79.8682279,0,0,3.644018485,1
135.7936372,2,0,0,,8,17.66164324,1,60.73178483,0,1,5.347848644,0
,3,0,6,,5,4.313880923,1,57.46596509,0,1,3.879711003,0
164.8031531,1,0,4,40.25791497,2,9.765932334,0,77.23382391,1,0,3.064448817,0
,3,0,2,46.46216469,0,38.40335109,2,,0,0,5.811205579,0
28.18730675,1,0,2,,0,27.15064194,0,50.45505174,0,1,6.124396283,0
102.4430035,2,0,2,80,1,20.44942315,0,58.46709359,0,0,4.822502861,0
,2,0,3,28.52083948,1,110.3505344,1,83.09495142,1,0,5.022346331,0
111.4498196,3,0,1,29.86034154,0,18.54999294,0,44.93492584,0,0,3.71415005,0
1,3,0,3,,0,31.86541957,0,84.13662732,0,,8.304544392,0
54.46774564,3,0,5,31.13769031,5,90.82140208,2,83.7730131,0,0,6.626398783,0
111.6047319,2,0,2,45.00727669,5,35.31688494,1,88.27977539,0,0,6.829349095,0
102.1801223,2,0,6,38.92821896,6,7.603757236,0,99.25690541,0,0,7.667029495,0
85.91076956,3,0,3,21.91864613,11,23.12406547,0,62.9036528,0,1,5.314668838,0
,1,0,2,46.43774871,2,0.910450957,0,46.29887464,,1,2.136888965,0
49.01678307,2,0,2,56.33938611,0,2.145787559,2,60.50574892,0,0,-0.192315914,0
93.710654,2,0,2,,2,17.97922009,1,54.71314309,0,0,6.22121278,0
93.39153222,1,,2,44.99411909,2,15.93072747,0,76.96905901,0,0,,0
23.84065476,2,0,2,33.64874708,0,27.66700396,1,74.04631336,0,0,4.789850234,0
65.35452024,3,0,1,18,9,3.156816618,1,64.50251239,0,0,1.915808644,0
124.7015093,2,0,5,,3,25.20123296,1,,0,0,5.727528021,0
27.57042927,1,0,5,,0,29.55464267,2,,0,0,8.512633367,0
163.9759335,2,0,2,30.16888911,15,29.16196467,2,100,0,0,4.247550017,0
113.2939115,3,0,2,47.78661669,8,54.34596326,0,80.85351768,0,0,,1
192.3318498,3,0,2,57.54344635,4,76.25244529,0,89.73147298,1,0,0.912203001,0
137.349042,1,0,5,47.39443829,,2.689935399,0,70.66219575,0,0,12.41048643,0
,1,0,2,24.28277743,,67.20739647,0,77.62353605,0,0,,0
112.0981136,2,1,3,18.10433234,0,38.43246181,0,96.40100495,0,0,4.166545637,0
97.11906015,3,0,5,25.32800821,,41.80520817,0,,0,1,5.899664817,1
8.96198611,3,1,3,27.4893271,5,,0,79.65109085,0,0,5.792731259,0
107.2443917,2,0,5,,3,13.57260612,0,95.14512193,0,1,3.782207181,0
117.6252484,3,0,3,23.32589436,1,50.44339406,0,55.40209491,0,1,6.130617474,0
111.1576527,3,0,2,18,4,0.053981184,1,75.56742962,0,1,3.996796172,0
90.65143485,2,0,0,,,0.044887025,1,80.59965077,0,1,6.151984062,0
82.09602769,3,0,1,49.98722037,9,32.40628273,1,87.50209772,0,0,,0
,2,0,3,34.67922551,3,23.85906846,0,100,,0,3.331676665,0
144.0032981,3,0,4,21.91761524,12,56.33393361,0,87.99144973,0,1,7.465827909,0
62.67108267,2,0,6,25.59838929,0,15.28092836,1,100,0,1,,0
1.722205426,3,0,4,46.23552197,0,27.93167224,2,72.67298763,0,1,,0
192.8323718,2,1,1,30.04602501,2,1.552562497,,98.90403344,0,0,3.989950136,0
44.67370456,1,0,2,53.37179726,2,19.96780684,1,73.01757108,0,0,8.293755982,1
111.970225,1,0,4,19.39760909,5,25.08145334,1,93.02385812,0,0,3.698204568,0
46.96974668,2,0,1,34.25137749,7,47.14570983,0,85.21924351,0,0,,0
102.9185145,3,0,1,36.31847543,10,0.184107719,0,,0,0,2.199454903,1
91.2352735,2,0,2,,0,9.849080624,2,61.75919791,0,,10.36685546,0
91.35771626,3,0,4,48.56293721,3,,0,56.64770552,0,0,5.591852194,0
61.37156256,2,1,2,45.52263161,0,9.824303764,0,55.74977735,0,0,,0
147.4797286,2,0,3,52.04099288,1,,0,84.41696458,0,1,3.036695492,0
185.2051039,2,0,2,18,0,10.43561999,1,70.9116477,0,1,,0
112.5100103,2,0,7,18,4,15.09447072,0,92.97886277,0,0,2.890185809,0
170.8205896,2,1,4,56.96693768,10,57.10441908,0,,0,1,,0
100.920919,3,0,3,42.89328896,7,26.00265382,0,92.50893667,0,0,4.016147944,0
161.9141536,1,0,,18,9,16.14880211,1,79.34089579,1,0,6.59944565,1
32.47220178,3,,3,23.65678612,5,63.28703483,1,79.55614792,,1,,0
157.6324052,3,1,3,28.9564801,1,44.46993488,1,60.77531745,0,0,5.867752472,0
111.9184491,2,0,6,45.40409188,1,6.258357099,2,60.79137366,0,0,1.481639068,0
96.21671978,2,0,1,32.41411558,,61.84818212,1,66.04692483,1,0,4.636258127,0
122.5306525,3,0,1,18,6,43.2523073,1,,0,0,6.079471069,1
129.4158603,2,1,2,44.60291218,1,26.14751379,2,89.306944,0,1,6.301411971,0
147.5153796,2,0,1,35.4022808,0,5.073791547,0,57.06183233,0,0,4.252511214,0
111.1635418,3,1,1,33.26807429,0,12.60974406,0,86.80238128,0,0,8.158830158,0
111.0779237,1,0,3,31.49514373,16,15.7930347,1,87.06246275,0,0,7.207308825,0
101.1951522,3,0,6,21.81499287,4,28.89308434,1,77.83748224,0,1,10.70629067,0
83.66518934,3,0,4,,,,1,73.32797371,0,0,,0
100.6414322,1,0,3,55.62962965,1,,0,84.13963571,0,1,4.884448625,0
112.1502361,,1,5,,21,,0,56.56265362,0,0,7.656445243,0
200.7637555,2,0,2,38.30410958,2,46.66444337,1,71.69577972,0,0,5.259860361,0
41.04801044,1,0,5,50.78720066,4,5.613933677,0,74.89519733,0,1,5.723918518,0
185.7953816,3,0,2,20.06524419,8,,,100,0,1,4.874624575,0
80.59115907,3,0,2,30.83990815,2,6.849142691,0,87.53351264,0,1,7.210726867,0
126.037806,1,1,0,29.01188811,4,37.42802047,1,82.6004974,0,1,7.47114793,0
122.0831282,2,0,5,32.27089084,3,1.776479743,0,60.09429668,0,0,3.204332062,0
103.9786767,,0,6,47.63137747,3,68.17366247,0,70.04605501,0,0,3.512517235,1
137.8282337,2,0,2,54.77476087,4,18.56100554,0,68.27193898,0,0,5.111272768,0
,2,0,3,30.82388053,1,28.83340318,1,96.91123326,0,1,4.281810749,0
58.15098228,2,0,5,,1,,0,100,0,1,6.149130118,0
1,3,0,8,31.59586732,8,11.08039375,0,50.13329534,0,0,4.1959014,0
193.3731002,2,0,1,34.16941495,7,0.646056079,1,89.84004912,0,1,2.254365456,0
153.6489024,2,0,4,40.68041356,5,13.57132443,0,75.93044464,,1,5.77204525,0
41.04458928,2,0,3,,0,39.97411385,,59.36120119,0,0,7.738739015,0
136.8421949,1,0,6,29.1196231,5,48.80527805,0,84.39879938,0,1,5.527263422,1
54.09904692,3,0,2,55.64039019,8,17.9636052,0,81.87787947,0,0,3.106554198,0
32.52118942,2,0,,62.25283487,0,5.657789723,2,100,0,0,5.12234207,0
114.8288469,2,0,0,36.71743309,0,8.291803346,1,46.83911285,0,0,2.621299574,0
,3,0,3,31.85735577,2,8.981109905,0,,0,0,4.460358218,0
,2,0,1,51.33580092,0,8.598460165,0,86.06609222,0,0,6.919689138,0
31.50985102,3,0,1,28.73243336,4,5.121481517,2,100,0,0,3.764932682,0
121.5815815,3,1,6,21.60796316,20,31.23517839,1,74.3030321,0,0,5.815130128,0
64.74940721,,1,4,34.34768163,15,8.864877668,1,66.75516254,0,0,5.706950244,0
37.38032778,3,0,2,49.81243614,1,26.63625485,0,33.79664402,0,0,4.580306791,0
163.096075,3,0,4,33.3827752,2,33.57519082,0,61.87390845,0,,1.680640219,0
39.49197485,2,0,5,35.94990804,1,12.45041314,2,65.96673302,0,1,3.303192763,0
223.1621056,2,0,4,51.79476525,5,39.03820906,1,73.18305947,0,0,5.013544112,0
20.96980296,2,0,1,,4,,0,82.00310994,0,1,6.31288828,0
113.2127382,3,0,2,47.53523925,0,,1,,0,1,5.895620574,0
156.3675045,2,1,1,47.94994868,5,18.55085175,2,62.2858893,0,0,6.728341507,0
56.80046152,2,0,,20.53912039,2,9.001438001,0,70.97840849,0,0,3.865203305,0
144.9255852,2,0,5,18,13,49.25974942,0,,0,1,5.581928388,0
75.96760293,3,0,0,35.03288858,6,44.93672322,0,91.39378466,0,,6.530257665,0
98.72529357,2,0,3,27.93334061,11,13.39280152,0,42.0722175,0,0,6.358488388,0
158.5858957,1,0,2,25.92650418,1,6.918730796,1,93.44118939,0,0,,0
,2,0,2,18,8,31.6444081,2,82.46596942,0,0,6.041574248,0
240.7327222,3,0,0,21.4729253,0,42.57640013,0,100,0,0,,0
115.5453783,,,6,,1,13.54578326,0,84.00244528,0,0,6.330036078,0
48.00967345,2,0,0,55.87957485,3,,1,100,0,0,4.076757622,0
126.07247,2,0,0,39.81608213,10,16.49190278,0,56.84099087,0,1,4.299412183,1
28.20452381,3,1,4,26.92697055,0,13.42902278,1,87.57130271,0,,4.102400826,0
107.5209453,3,1,4,46.41372226,,0.29758988,0,80.39369729,0,0,3.517190703,0
56.20787968,,0,2,49.83342976,7,27.06624093,1,76.9246259,0,0,6.147686604,1
140.6431059,3,1,3,36.28128932,3,1.907392593,0,79.87845541,0,0,6.301608181,0
127.7028886,,0,3,,12,45.96125764,0,100,0,0,1.786685117,0
51.36177416,2,0,2,,1,12.39921354,0,98.80386924,0,0,1.839166676,0
138.1930176,2,0,5,26.41844556,2,31.87362357,1,,,0,4.003362374,0
74.11212764,3,0,2,18,0,45.37795998,1,,0,1,,0
194.9367491,2,0,1,52.14846345,0,47.42283494,1,96.99430175,0,1,4.736478336,0
21.60058672,2,0,2,50.88864037,9,3.116095344,0,100,0,0,3.933585629,0
133.9798874,3,0,4,49.9264601,12,2.709867757,0,80.96945196,1,0,,0
85.7922451,3,0,5,21.60046086,2,28.88781599,2,49.09076559,0,0,7.008063795,0
204.6598966,2,0,1,37.8568371,1,32.43229877,2,82.51608554,0,0,4.721787018,0
29.44715845,3,0,6,24.58556855,2,39.4488422,1,93.14346404,0,1,3.882879089,0
45.57943822,1,0,4,39.82184156,0,28.07963087,,71.57684526,0,0,6.940052964,0
193.5537241,2,0,1,38.25032679,0,,0,75.97610152,0,1,2.539025263,1
156.2717392,3,0,2,58.60945582,0,27.26004858,0,55.620315,0,0,3.080941387,0
135.1571271,,0,1,20.37874745,0,31.45032716,2,,0,0,4.765152299,0
81.47459507,3,0,6,48.9309603,1,103.9346423,0,56.92507338,0,0,,0
32.5976444,2,0,0,18,12,17.27627368,0,,0,,,0
135.9208712,1,0,2,20.48184282,9,65.9497653,2,83.18651102,0,0,6.73656854,0
90.97600432,3,0,1,53.83304018,0,7.286226632,,56.08016262,0,0,3.419058595,0
37.76726483,3,0,4,50.39624264,18,,0,100,0,0,2.435630815,1
137.2680362,3,0,3,39.39191026,10,81.8910785,1,48.2609499,0,0,,0
102.5972943,2,0,2,28.92195102,0,7.374920692,1,47.39153961,0,0,2.505578383,0
26.07265315,2,,4,54.28720376,2,,2,100,0,0,2.839996179,0
127.550853,2,0,6,48.21623868,6,13.57299857,1,100,0,0,,1
